City,Country,Latitude,Longitude,Year,Population
Brazzaville,Congo,-4.28,15.28,1965.0,170000.0
Kananga,Democratic Republic of the Congo,-5.89,22.4,1965.0,250000.0
Kinshasa,Democratic Republic of the Congo,-4.32,15.29,1965.0,720000.0
Lubumbashi,Democratic Republic of the Congo,-11.68,27.54,1965.0,250000.0
Mbuji-Mayi,Democratic Republic of the Congo,-6.14,23.66,1965.0,190000.0
San José,Costa Rica,9.93,-84.07,1965.0,290000.0
La Habana,Cuba,23.04,-82.41,1965.0,1600000.0
Praha,Czech Republic,50.1,14.45,1965.0,1040000.0
Cotonou,Benin,6.35,2.43,1965.0,110000.0
København,Denmark,55.71,12.54,1965.0,1370000.0
Santo Domingo,Dominican Republic,18.48,-69.89,1965.0,610000.0
Guayaquil,Ecuador,-2.2,-79.9,1965.0,580000.0
Quito,Ecuador,-0.22,-78.52,1965.0,400000.0
San Salvador,El Salvador,13.7,-89.2,1965.0,390000.0
Addis Ababa,Ethiopia,9.02,38.7,1965.0,600000.0
Huambo,Angola,-12.76,15.73,1965.0,50000.0
Luanda,Angola,-8.81,13.23,1965.0,320000.0
Helsinki,Finland,60.19,24.97,1965.0,480000.0
Bordeaux,France,44.84,-0.59,1965.0,540000.0
Lille,France,50.63,3.06,1965.0,860000.0
Lyon,France,45.74,4.85,1965.0,1030000.0
Marseille-Aix-en-Provence,France,43.28,5.38,1965.0,1070000.0
Nice-Cannes,France,43.55,7.01,1965.0,570000.0
Paris,France,48.88,2.43,1965.0,7970000.0
Toulouse,France,43.59,1.43,1965.0,410000.0
Tbilisi,Georgia,41.72,44.78,1965.0,800000.0
Berlin,Germany,52.51,13.32,1965.0,3230000.0
Hamburg,Germany,53.57,10.02,1965.0,1820000.0
Köln,Germany,50.94,6.93,1965.0,830000.0
München,Germany,48.14,11.54,1965.0,1180000.0
Accra,Ghana,5.55,-0.2,1965.0,500000.0
Kumasi,Ghana,6.68,-1.62,1965.0,280000.0
Athínai,Greece,37.94,23.65,1965.0,2120000.0
Thessaloniki,Greece,40.62,22.79,1965.0,450000.0
Baku,Azerbaijan,40.32,49.81,1965.0,1130000.0
Buenos Aires,Argentina,-34.62,-58.44,1965.0,7320000.0
Córdoba,Argentina,-31.31,-64.17,1965.0,700000.0
Mendoza,Argentina,-32.89,-68.83,1965.0,390000.0
Rosario,Argentina,-32.93,-60.66,1965.0,740000.0
San Miguel de Tucumán,Argentina,-26.82,-65.21,1965.0,330000.0
Ciudad de Guatemala (Guatemala City),Guatemala,14.61,-90.52,1965.0,590000.0
Conakry,Guinea,9.54,-13.67,1965.0,210000.0
Port-au-Prince,Haiti,18.52,-72.34,1965.0,340000.0
Tegucigalpa,Honduras,14.09,-87.2,1965.0,170000.0
Hong Kong,"China, Hong Kong Special Administrative Region",22.27,114.17,1965.0,3190000.0
Budapest,Hungary,47.51,19.09,1965.0,1880000.0
Agra,India,27.18,78.02,1965.0,560000.0
Ahmadabad,India,23.03,72.56,1965.0,1410000.0
Aligarh,India,27.88,78.08,1965.0,210000.0
Allahabad,India,25.45,81.85,1965.0,460000.0
Amritsar,India,31.63,74.87,1965.0,420000.0
Asansol,India,23.68,86.98,1965.0,200000.0
Aurangabad,India,19.78,75.29,1965.0,120000.0
Bangalore,India,12.97,77.58,1965.0,1380000.0
Bareilly,India,28.55,80.12,1965.0,300000.0
Bhiwandi,India,19.29,73.06,1965.0,60000.0
Bhopal,India,23.22,77.41,1965.0,280000.0
Bhubaneswar,India,20.26,85.83,1965.0,60000.0
Chandigarh,India,30.73,76.78,1965.0,140000.0
Chennai,India,13.06,80.24,1965.0,2400000.0
Coimbatore,India,11.01,76.97,1965.0,560000.0
Delhi,India,28.66,77.21,1965.0,2840000.0
Dhanbad,India,23.8,86.45,1965.0,280000.0
Durg-Bhilainagar,India,21.22,81.43,1965.0,170000.0
Faridabad,India,28.42,77.3,1965.0,60000.0
Ghaziabad,India,28.67,77.42,1965.0,90000.0
Guwahati,India,26.17,91.77,1965.0,160000.0
Gwalior,India,26.14,78.1,1965.0,340000.0
Hubli-Dharwad,India,15.36,75.08,1965.0,300000.0
Hyderabad,India,17.39,78.48,1965.0,1460000.0
Indore,India,22.42,75.54,1965.0,460000.0
Jabalpur,India,23.15,79.97,1965.0,430000.0
Jaipur,India,26.9,75.8,1965.0,500000.0
Jalandhar,India,31.32,75.57,1965.0,250000.0
Jammu,India,33.45,76.24,1965.0,130000.0
Jamshedpur,India,22.8,86.18,1965.0,380000.0
Jodhpur,India,26.28,73.02,1965.0,260000.0
Kanpur,India,26.45,80.31,1965.0,1090000.0
Kochi,India,9.97,76.27,1965.0,340000.0
Kolkata,India,22.54,88.33,1965.0,6260000.0
Kota,India,25.18,75.83,1965.0,150000.0
Kozhikode,India,26.28,75.77,1965.0,260000.0
Lucknow,India,26.84,80.91,1965.0,720000.0
Ludhiana,India,30.91,75.85,1965.0,300000.0
Madurai,India,9.91,78.12,1965.0,580000.0
Meerut,India,28.99,77.7,1965.0,320000.0
Moradabad,India,28.83,78.78,1965.0,220000.0
Mumbai,India,19.07,72.82,1965.0,4850000.0
Mysore,India,12.3,76.65,1965.0,290000.0
Nagpur,India,21.15,79.08,1965.0,780000.0
Nashik,India,20.02,73.5,1965.0,240000.0
Patna,India,25.61,85.13,1965.0,410000.0
Pune,India,18.53,73.85,1965.0,920000.0
Raipur,India,21.23,81.63,1965.0,160000.0
Rajkot,India,22.3,70.78,1965.0,230000.0
Ranchi,India,23.35,85.33,1965.0,180000.0
Salem,India,11.65,78.16,1965.0,330000.0
Solapur,India,17.68,75.92,1965.0,360000.0
Srinagar,India,34.08,74.8,1965.0,340000.0
Surat,India,21.16,72.83,1965.0,380000.0
Thiruvananthapuram,India,8.48,76.95,1965.0,300000.0
Tiruchirappalli,India,10.81,78.69,1965.0,390000.0
Vadodara,India,22.3,73.2,1965.0,370000.0
Varanasi,India,25.28,82.95,1965.0,540000.0
Vijayawada,India,16.51,80.61,1965.0,280000.0
Visakhapatnam,India,17.74,83.33,1965.0,270000.0
Adelaide,Australia,-34.81,138.52,1965.0,700000.0
Brisbane,Australia,-27.45,153.02,1965.0,700000.0
Melbourne,Australia,-37.85,145.07,1965.0,2070000.0
Perth,Australia,-31.95,115.85,1965.0,480000.0
Sydney,Australia,-33.88,151.02,1965.0,2390000.0
Bandar Lampung,Indonesia,-5.45,105.26,1965.0,100000.0
Bandung,Indonesia,-6.91,107.6,1965.0,1050000.0
Bogor,Indonesia,-6.6,106.8,1965.0,200000.0
Jakarta,Indonesia,-6.16,106.8,1965.0,3300000.0
Malang,Indonesia,-7.98,112.62,1965.0,370000.0
Medan,Indonesia,3.58,98.67,1965.0,530000.0
Padang,Indonesia,-0.95,100.35,1965.0,160000.0
Palembang,Indonesia,-2.99,104.75,1965.0,510000.0
Pekan Baru,Indonesia,0.53,101.45,1965.0,90000.0
Semarang,Indonesia,-6.97,110.42,1965.0,550000.0
Surabaya,Indonesia,-7.39,112.68,1965.0,1180000.0
Ujung Pandang,Indonesia,-5.13,119.41,1965.0,400000.0
Ahvaz,Iran (Islamic Republic of),31.31,48.68,1965.0,190000.0
Esfahan,Iran (Islamic Republic of),32.65,51.67,1965.0,400000.0
Karaj,Iran (Islamic Republic of),35.81,50.96,1965.0,40000.0
Kermanshah,Iran (Islamic Republic of),34.3,47.05,1965.0,180000.0
Mashhad,Iran (Islamic Republic of),36.28,59.59,1965.0,380000.0
Qom,Iran (Islamic Republic of),34.65,50.88,1965.0,130000.0
Shiraz,Iran (Islamic Republic of),29.6,52.53,1965.0,250000.0
Tabriz,Iran (Islamic Republic of),38.08,46.28,1965.0,390000.0
Tehran,Iran (Islamic Republic of),35.77,51.44,1965.0,2510000.0
Al-Basrah,Iraq,30.5,47.76,1965.0,300000.0
Al-Mawsil,Iraq,36.33,43.13,1965.0,260000.0
Baghdad,Iraq,33.33,44.39,1965.0,1610000.0
Irbil,Iraq,36.16,44.01,1965.0,90000.0
Dublin,Ireland,53.34,-6.25,1965.0,720000.0
Hefa,Israel,32.76,35.0,1965.0,290000.0
Tel Aviv-Yafo,Israel,32.04,34.76,1965.0,880000.0
Milano,Italy,45.47,9.18,1965.0,2700000.0
Napoli,Italy,40.83,14.25,1965.0,1880000.0
Palermo,Italy,38.12,13.35,1965.0,720000.0
Rome,Italy,41.87,12.51,1965.0,2780000.0
Torino,Italy,45.07,7.66,1965.0,1550000.0
Abidjan,Côte d'Ivoire,5.32,-4.02,1965.0,310000.0
Fukuoka-Kitakyushu,Japan,33.57,130.4,1965.0,1490000.0
Hiroshima,Japan,34.37,132.44,1965.0,1070000.0
Kyoto,Japan,35.0,135.75,1965.0,1230000.0
Nagoya,Japan,35.15,136.92,1965.0,1760000.0
Osaka-Kobe,Japan,34.63,135.51,1965.0,7650000.0
Sapporo,Japan,43.05,141.34,1965.0,1250000.0
Sendai,Japan,38.25,140.89,1965.0,1020000.0
Tokyo,Japan,35.68,139.8,1965.0,20280000.0
Almaty,Kazakhstan,43.25,76.91,1965.0,630000.0
Kabul,Afghanistan,34.53,69.13,1965.0,370000.0
Wien,Austria,48.2,16.32,1965.0,2080000.0
Amman,Jordan,31.94,35.93,1965.0,300000.0
Mombasa,Kenya,-4.05,39.65,1965.0,200000.0
Nairobi,Kenya,-1.26,36.8,1965.0,400000.0
Hamhung,Democratic People's Republic of Korea,39.91,127.55,1965.0,370000.0
N'ampo,Democratic People's Republic of Korea,38.73,125.4,1965.0,120000.0
P'yongyang,Democratic People's Republic of Korea,39.02,125.75,1965.0,770000.0
Bucheon,Republic of Korea,37.5,126.78,1965.0,60000.0
Busan,Republic of Korea,35.1,129.03,1965.0,1360000.0
Daegu,Republic of Korea,35.86,128.6,1965.0,810000.0
Daejon,Republic of Korea,36.35,127.38,1965.0,290000.0
Goyang,Republic of Korea,37.65,126.8,1965.0,80000.0
Gwangju,Republic of Korea,35.16,126.91,1965.0,380000.0
Incheon,Republic of Korea,37.48,126.63,1965.0,500000.0
Seongnam,Republic of Korea,37.43,127.15,1965.0,140000.0
Seoul,Republic of Korea,37.54,126.93,1965.0,3450000.0
Suweon,Republic of Korea,37.26,127.01,1965.0,160000.0
Ulsan,Republic of Korea,35.55,129.31,1965.0,100000.0
Al Kuwayt (Kuwait City),Kuwait,29.38,47.97,1965.0,300000.0
Bishkek,Kyrgyzstan,42.87,74.77,1965.0,320000.0
Bayrut,Lebanon,33.88,35.49,1965.0,730000.0
Monrovia,Liberia,6.3,-10.79,1965.0,120000.0
Banghazi,Libyan Arab Jamahiriya,32.12,20.06,1965.0,150000.0
Tarabulus,Libyan Arab Jamahiriya,32.9,13.18,1965.0,240000.0
Antananarivo,Madagascar,-18.9,47.52,1965.0,300000.0
Johore Bharu,Malaysia,1.5,103.76,1965.0,110000.0
Klang,Malaysia,3.03,101.45,1965.0,100000.0
Kuala Lumpur,Malaysia,3.14,101.7,1965.0,390000.0
Bamako,Mali,12.65,-7.98,1965.0,160000.0
Aguascalientes,Mexico,21.88,-102.29,1965.0,150000.0
Chihuahua,Mexico,28.63,-106.07,1965.0,240000.0
Ciudad de México,Mexico,19.42,-99.12,1965.0,6650000.0
Ciudad Juárez,Mexico,31.73,-106.48,1965.0,330000.0
Culiacán,Mexico,24.8,-107.38,1965.0,120000.0
Guadalajara,Mexico,20.67,-103.34,1965.0,1150000.0
León de los Aldamas,Mexico,21.11,-101.68,1965.0,380000.0
Mérida,Mexico,20.97,-89.62,1965.0,240000.0
Mexicali,Mexico,32.65,-115.46,1965.0,220000.0
Monterrey,Mexico,25.67,-100.31,1965.0,940000.0
Puebla,Mexico,19.04,-98.19,1965.0,490000.0
Querétaro,Mexico,20.58,-100.38,1965.0,90000.0
Saltillo,Mexico,25.41,-100.99,1965.0,130000.0
San Luis Potosí,Mexico,22.15,-100.97,1965.0,250000.0
Tijuana,Mexico,32.52,-117.03,1965.0,210000.0
Toluca de Lerdo,Mexico,19.28,-99.66,1965.0,120000.0
Torreón,Mexico,25.55,-103.76,1965.0,390000.0
Ulaanbaatar,Mongolia,47.92,106.91,1965.0,250000.0
Chittagong,Bangladesh,22.32,91.82,1965.0,500000.0
Dhaka,Bangladesh,23.7,90.4,1965.0,820000.0
Khulna,Bangladesh,22.84,89.55,1965.0,190000.0
Rajshahi,Bangladesh,24.35,88.63,1965.0,80000.0
Dar-el-Beida,Morocco,33.6,-7.63,1965.0,1210000.0
Fès,Morocco,34.04,-4.99,1965.0,320000.0
Marrakech,Morocco,31.63,-8.01,1965.0,280000.0
Rabat,Morocco,34.01,-6.83,1965.0,340000.0
Maputo,Mozambique,-25.96,32.57,1965.0,260000.0
Yerevan,Armenia,40.2,44.53,1965.0,650000.0
Kathmandu,Nepal,27.71,85.31,1965.0,130000.0
Amsterdam,Netherlands,52.37,4.89,1965.0,940000.0
Rotterdam,Netherlands,51.92,4.48,1965.0,970000.0
Auckland,New Zealand,-36.9,174.76,1965.0,530000.0
Managua,Nicaragua,12.15,-86.27,1965.0,270000.0
Antwerpen,Belgium,51.2,4.42,1965.0,840000.0
Bruxelles-Brussel,Belgium,50.83,4.36,1965.0,1520000.0
Niamey,Niger,13.51,2.12,1965.0,80000.0
Abuja,Nigeria,9.05,7.25,1965.0,30000.0
Benin City,Nigeria,6.33,5.62,1965.0,110000.0
Ibadan,Nigeria,7.37,3.89,1965.0,670000.0
Ilorin,Nigeria,8.49,4.54,1965.0,220000.0
Kaduna,Nigeria,10.51,7.44,1965.0,170000.0
Kano,Nigeria,11.99,8.49,1965.0,340000.0
Lagos,Nigeria,6.45,3.3,1965.0,1140000.0
Maiduguri,Nigeria,11.85,13.16,1965.0,160000.0
Ogbomosho,Nigeria,8.13,4.25,1965.0,330000.0
Port Harcourt,Nigeria,4.78,7.0,1965.0,200000.0
Zaria,Nigeria,11.06,7.7,1965.0,180000.0
Oslo,Norway,59.93,10.71,1965.0,610000.0
Faisalabad,Pakistan,31.4,73.08,1965.0,550000.0
Gujranwala,Pakistan,32.15,74.18,1965.0,250000.0
Hyderabad,Pakistan,25.38,68.36,1965.0,500000.0
Islamabad,Pakistan,33.71,73.06,1965.0,60000.0
Karachi,Pakistan,24.89,67.02,1965.0,2400000.0
Lahore,Pakistan,31.54,74.34,1965.0,1580000.0
Multan,Pakistan,30.2,71.41,1965.0,420000.0
Peshawar,Pakistan,34.0,71.54,1965.0,240000.0
Quetta,Pakistan,30.2,67.01,1965.0,120000.0
Rawalpindi,Pakistan,33.6,73.04,1965.0,430000.0
Ciudad de Panamá (Panama City),Panama,9.0,-79.51,1965.0,360000.0
Asunción,Paraguay,-25.3,-57.62,1965.0,460000.0
Arequipa,Peru,-16.39,-71.52,1965.0,210000.0
Lima,Peru,-12.08,-77.04,1965.0,2280000.0
Cebu,Philippines,10.42,123.79,1965.0,300000.0
Davao,Philippines,7.08,125.61,1965.0,300000.0
Manila,Philippines,14.61,120.96,1965.0,2830000.0
Zamboanga,Philippines,6.9,122.06,1965.0,160000.0
Kraków,Poland,50.06,19.94,1965.0,520000.0
Lódz,Poland,51.77,19.47,1965.0,730000.0
Warszawa,Poland,52.24,21.01,1965.0,1210000.0
Lisboa,Portugal,38.72,-9.12,1965.0,1660000.0
Porto,Portugal,41.16,-8.58,1965.0,880000.0
San Juan,Puerto Rico,18.8,-71.22,1965.0,740000.0
Bucuresti,Romania,44.43,26.12,1965.0,1150000.0
Chelyabinsk,Russian Federation,55.14,61.39,1965.0,790000.0
Kazan,Russian Federation,55.73,49.14,1965.0,770000.0
Krasnoyarsk,Russian Federation,56.01,92.83,1965.0,540000.0
Moskva,Russian Federation,55.74,37.7,1965.0,6620000.0
Nizhniy Novgorod,Russian Federation,58.54,31.27,1965.0,1070000.0
Novosibirsk,Russian Federation,55.03,82.94,1965.0,1040000.0
Omsk,Russian Federation,55.06,73.25,1965.0,710000.0
Perm,Russian Federation,58.0,56.23,1965.0,750000.0
Rostov-na-Donu,Russian Federation,47.23,39.68,1965.0,700000.0
Samara,Russian Federation,53.23,50.16,1965.0,940000.0
Sankt Peterburg,Russian Federation,59.91,30.24,1965.0,3680000.0
Saratov,Russian Federation,51.49,45.95,1965.0,680000.0
Ufa,Russian Federation,54.82,56.09,1965.0,670000.0
Volgograd,Russian Federation,48.7,44.48,1965.0,720000.0
Voronezh,Russian Federation,51.71,39.26,1965.0,560000.0
Yekaterinburg,Russian Federation,56.83,60.58,1965.0,920000.0
Kigali,Rwanda,-1.95,30.05,1965.0,40000.0
La Paz,Bolivia,-16.5,-68.15,1965.0,510000.0
Santa Cruz,Bolivia,-17.78,-63.19,1965.0,120000.0
Ad-Dammam,Saudi Arabia,26.33,50.08,1965.0,50000.0
Al-Madinah,Saudi Arabia,24.42,39.69,1965.0,80000.0
Ar-Riyadh,Saudi Arabia,24.65,46.77,1965.0,230000.0
Jiddah,Saudi Arabia,21.54,39.17,1965.0,200000.0
Makkah,Saudi Arabia,21.42,39.81,1965.0,190000.0
Dakar,Senegal,14.68,-17.45,1965.0,470000.0
Beograd,Serbia,44.79,20.41,1965.0,650000.0
Freetown,Sierra Leone,8.48,-13.23,1965.0,150000.0
Singapore,Singapore,1.26,103.83,1965.0,1880000.0
Hà Noi,Viet Nam,21.03,105.82,1965.0,920000.0
Hai Phòng,Viet Nam,20.86,106.67,1965.0,510000.0
Thành Pho Ho Chí Minh,Viet Nam,10.75,106.66,1965.0,1760000.0
Muqdisho,Somalia,2.04,45.34,1965.0,150000.0
Cape Town,South Africa,-33.97,18.48,1965.0,940000.0
Durban,South Africa,-29.83,30.94,1965.0,760000.0
Ekurhuleni,South Africa,-26.17,28.22,1965.0,780000.0
Johannesburg,South Africa,-26.17,28.0,1965.0,1290000.0
Port Elizabeth,South Africa,-33.88,25.48,1965.0,370000.0
Pretoria,South Africa,-25.73,28.21,1965.0,490000.0
Vereeniging,South Africa,-26.67,27.93,1965.0,240000.0
Harare,Zimbabwe,-17.82,31.02,1965.0,320000.0
Barcelona,Spain,41.38,2.18,1965.0,2930000.0
Madrid,Spain,40.44,-3.69,1965.0,2900000.0
Valencia,Spain,39.47,-0.36,1965.0,570000.0
Al-Khartum,Sudan,15.55,32.52,1965.0,480000.0
Stockholm,Sweden,59.33,17.99,1965.0,1000000.0
Zürich,Switzerland,47.4,8.53,1965.0,610000.0
Baixada Santista,Brazil,-23.95,-46.36,1965.0,500000.0
Belém,Brazil,-1.43,-48.49,1965.0,480000.0
Belo Horizonte,Brazil,-19.85,-43.9,1965.0,1080000.0
Brasília,Brazil,-15.79,-47.89,1965.0,270000.0
Campinas,Brazil,-22.9,-47.05,1965.0,400000.0
Campo Grande,Brazil,-20.45,-54.61,1965.0,90000.0
Cuiabá,Brazil,-15.61,-56.09,1965.0,70000.0
Curitiba,Brazil,-25.43,-49.28,1965.0,500000.0
Florianópolis,Brazil,-27.57,-48.61,1965.0,120000.0
Fortaleza,Brazil,-3.78,-38.58,1965.0,660000.0
Goiânia,Brazil,-16.72,-49.25,1965.0,240000.0
Grande São Luís,Brazil,-2.51,-44.3,1965.0,200000.0
Grande Vitória,Brazil,-20.3,-40.35,1965.0,240000.0
João Pessoa,Brazil,-7.12,-34.86,1965.0,230000.0
Maceió,Brazil,-9.67,-35.74,1965.0,220000.0
Manaus,Brazil,-3.12,-60.01,1965.0,210000.0
Natal,Brazil,-5.8,-35.21,1965.0,220000.0
Norte/Nordeste Catarinense,Brazil,-26.32,-48.84,1965.0,150000.0
Pôrto Alegre,Brazil,-30.04,-51.2,1965.0,1110000.0
Recife,Brazil,-8.08,-34.91,1965.0,1330000.0
Rio de Janeiro,Brazil,-22.72,-43.45,1965.0,5390000.0
Salvador,Brazil,-12.99,-38.48,1965.0,850000.0
São Paulo,Brazil,-23.58,-46.62,1965.0,5490000.0
Teresina,Brazil,-5.1,-42.8,1965.0,140000.0
Dimashq,Syrian Arab Republic,33.49,36.29,1965.0,730000.0
Halab,Syrian Arab Republic,36.21,37.15,1965.0,590000.0
Hims,Syrian Arab Republic,34.73,36.71,1965.0,200000.0
Krung Thep,Thailand,13.75,100.51,1965.0,2580000.0
Lomé,Togo,6.1,1.2,1965.0,140000.0
Dubayy,United Arab Emirates,25.27,55.32,1965.0,50000.0
Adana,Turkey,37.0,35.32,1965.0,340000.0
Ankara,Turkey,39.92,32.85,1965.0,950000.0
Antalya,Turkey,36.89,30.7,1965.0,70000.0
Bursa,Turkey,40.19,29.07,1965.0,300000.0
Gaziantep,Turkey,37.04,37.3,1965.0,230000.0
Istanbul,Turkey,41.06,29.0,1965.0,2000000.0
Izmir,Turkey,38.43,27.14,1965.0,560000.0
Konya,Turkey,37.87,32.48,1965.0,240000.0
Kampala,Uganda,0.32,32.57,1965.0,220000.0
Dnipropetrovs'k,Ukraine,48.42,35.13,1965.0,770000.0
Donets'k,Ukraine,48.04,37.73,1965.0,800000.0
Kharkiv,Ukraine,49.98,36.2,1965.0,1090000.0
Kyiv,Ukraine,50.44,30.5,1965.0,1390000.0
Odesa,Ukraine,46.46,30.73,1965.0,790000.0
Zaporizhzhya,Ukraine,47.85,35.15,1965.0,550000.0
Al-Iskandariyah,Egypt,31.2,29.9,1965.0,1750000.0
Al-Qahirah,Egypt,30.07,31.25,1965.0,4740000.0
Birmingham,United Kingdom,52.49,-1.86,1965.0,2360000.0
Glasgow,United Kingdom,55.86,-4.26,1965.0,1770000.0
Liverpool,United Kingdom,53.42,-2.97,1965.0,1330000.0
London,United Kingdom,51.48,-0.17,1965.0,7870000.0
Manchester,United Kingdom,53.47,-2.26,1965.0,2410000.0
Newcastle upon Tyne,United Kingdom,54.96,-1.6,1965.0,910000.0
West Yorkshire,United Kingdom,53.79,-1.54,1965.0,1710000.0
Dar es Salaam,United Republic of Tanzania,-6.81,39.25,1965.0,230000.0
Atlanta,United States of America,33.79,-84.34,1965.0,960000.0
Austin,United States of America,30.27,-97.73,1965.0,220000.0
Baltimore,United States of America,39.32,-76.61,1965.0,1490000.0
Boston,United States of America,42.37,-71.1,1965.0,3000000.0
Bridgeport-Stamford,United States of America,41.18,-73.19,1965.0,660000.0
Buffalo,United States of America,42.89,-78.84,1965.0,1070000.0
Charlotte,United States of America,35.2,-80.83,1965.0,240000.0
Chicago,United States of America,41.82,-87.64,1965.0,6640000.0
Cincinnati,United States of America,39.14,-84.47,1965.0,1140000.0
Cleveland,United States of America,41.39,-81.72,1965.0,1880000.0
"Columbus, Ohio",United States of America,40.04,-82.99,1965.0,700000.0
Dallas-Fort Worth,United States of America,32.76,-96.66,1965.0,1720000.0
Dayton,United States of America,39.75,-84.19,1965.0,590000.0
Denver-Aurora,United States of America,39.57,-105.07,1965.0,920000.0
Detroit,United States of America,42.39,-83.07,1965.0,3760000.0
El Paso,United States of America,31.77,-106.45,1965.0,310000.0
Hartford,United States of America,41.76,-72.7,1965.0,570000.0
Honolulu,United States of America,21.32,-157.86,1965.0,400000.0
Houston,United States of America,29.77,-95.4,1965.0,1400000.0
Indianapolis,United States of America,39.81,-86.13,1965.0,730000.0
"Jacksonville, Florida",United States of America,30.33,-81.65,1965.0,450000.0
Kansas City,United States of America,38.99,-94.62,1965.0,1000000.0
Las Vegas,United States of America,36.17,-115.13,1965.0,150000.0
Los Angeles-Long Beach-Santa Ana,United States of America,34.0,-118.25,1965.0,7410000.0
Louisville,United States of America,38.25,-85.76,1965.0,670000.0
Memphis,United States of America,35.11,-90.0,1965.0,600000.0
Miami,United States of America,25.83,-80.27,1965.0,1710000.0
Milwaukee,United States of America,43.06,-87.99,1965.0,1200000.0
Minneapolis-St. Paul,United States of America,44.92,-93.3,1965.0,1540000.0
Nashville-Davidson,United States of America,36.14,-86.81,1965.0,400000.0
New Orleans,United States of America,29.95,-90.09,1965.0,900000.0
New York-Newark,United States of America,40.7,-73.9,1965.0,15180000.0
Oklahoma City,United States of America,35.48,-97.53,1965.0,480000.0
Orlando,United States of America,28.54,-81.37,1965.0,250000.0
Philadelphia,United States of America,39.92,-75.21,1965.0,4160000.0
Phoenix-Mesa,United States of America,33.5,-112.11,1965.0,700000.0
Pittsburgh,United States of America,40.49,-79.99,1965.0,1830000.0
Portland,United States of America,45.44,-122.64,1965.0,740000.0
Providence,United States of America,41.81,-71.42,1965.0,860000.0
Richmond,United States of America,37.56,-77.47,1965.0,420000.0
Riverside-San Bernardino,United States of America,34.12,-117.29,1965.0,470000.0
Rochester,United States of America,43.21,-77.63,1965.0,550000.0
Sacramento,United States of America,38.56,-121.42,1965.0,540000.0
Salt Lake City,United States of America,40.69,-111.89,1965.0,410000.0
San Antonio,United States of America,29.42,-98.52,1965.0,710000.0
San Diego,United States of America,32.76,-117.12,1965.0,1010000.0
San Francisco-Oakland,United States of America,37.79,-122.38,1965.0,2360000.0
San Jose,United States of America,37.3,-121.84,1965.0,790000.0
Seattle,United States of America,47.58,-122.31,1965.0,1300000.0
St. Louis,United States of America,38.63,-90.34,1965.0,1780000.0
Tampa-St. Petersburg,United States of America,27.99,-82.59,1965.0,740000.0
Tucson,United States of America,32.22,-110.92,1965.0,260000.0
Virginia Beach,United States of America,36.83,-76.08,1965.0,820000.0
"Washington, D.C.",United States of America,38.89,-76.95,1965.0,2140000.0
Ouagadougou,Burkina Faso,12.48,-1.67,1965.0,80000.0
Montevideo,Uruguay,-34.92,-56.16,1965.0,1320000.0
Tashkent,Uzbekistan,41.24,69.34,1965.0,1160000.0
Barquisimeto,Venezuela (Bolivarian Republic of),10.06,-69.33,1965.0,300000.0
Caracas,Venezuela (Bolivarian Republic of),10.49,-66.89,1965.0,1660000.0
Maracaibo,Venezuela (Bolivarian Republic of),10.64,-71.63,1965.0,570000.0
Maracay,Venezuela (Bolivarian Republic of),10.24,-67.59,1965.0,160000.0
Valencia,Venezuela (Bolivarian Republic of),10.17,-68.0,1965.0,300000.0
Al-Hudaydah,Yemen,14.79,42.94,1965.0,60000.0
Sana'a',Yemen,15.36,44.2,1965.0,90000.0
Ta'izz,Yemen,13.57,44.01,1965.0,50000.0
Lusaka,Zambia,-15.42,28.17,1965.0,160000.0
Sofia,Bulgaria,42.7,23.33,1970.0,890000.0
Mandalay,Myanmar,21.97,96.08,1970.0,370000.0
Nay Pyi Taw,Myanmar,19.75,96.1,1970.0,0.0
Yangon,Myanmar,16.87,96.12,1970.0,1950000.0
Minsk,Belarus,53.89,27.57,1970.0,930000.0
Phnum Pénh,Cambodia,11.56,104.91,1970.0,900000.0
El Djazaïr,Algeria,36.78,3.05,1970.0,1250000.0
Wahran,Algeria,35.74,-0.52,1970.0,380000.0
Douala,Cameroon,4.13,9.7,1970.0,300000.0
Yaoundé,Cameroon,3.86,11.51,1970.0,180000.0
Calgary,Canada,51.03,-114.04,1970.0,390000.0
Edmonton,Canada,53.55,-113.5,1970.0,480000.0
Montréal,Canada,45.54,-73.65,1970.0,2680000.0
Ottawa-Gatineau,Canada,45.37,-75.65,1970.0,580000.0
Toronto,Canada,43.72,-79.41,1970.0,2540000.0
Vancouver,Canada,49.27,-122.96,1970.0,1040000.0
N'Djaména,Chad,12.1,15.24,1970.0,160000.0
Santiago,Chile,-33.43,-70.65,1970.0,2650000.0
Valparaíso,Chile,-33.02,-71.55,1970.0,530000.0
"Anshan, Liaoning",China,41.11,122.97,1970.0,1000000.0
Anshun,China,26.25,105.93,1970.0,300000.0
Anyang,China,36.1,114.33,1970.0,280000.0
Baoding,China,38.85,115.48,1970.0,340000.0
Baotou,China,40.65,109.8,1970.0,820000.0
Beijing,China,39.9,116.38,1970.0,5650000.0
Bengbu,China,32.93,117.35,1970.0,400000.0
Benxi,China,41.3,123.77,1970.0,660000.0
Changchun,China,43.88,125.31,1970.0,1430000.0
Changde,China,29.03,111.68,1970.0,590000.0
"Changsha, Hunan",China,28.09,113.0,1970.0,860000.0
"Changzhou, Jiangsu",China,31.78,119.97,1970.0,280000.0
