year,geo_name,geo,soc_name,soc,sex_name,sex,num_ppl,num_ppl_moe,avg_wage_ft,avg_wage_ft_moe
2014,"United States","01000US","Carpet, floor, & tile installers & finishers","472040","Male","1",110690,3606.49,32795.9,801.749
2014,"United States","01000US","Carpet, floor, & tile installers & finishers","472040","Female","2",3106,759.354,21865.1,3844.33
2014,"United States","01000US","Cement masons, concrete finishers, & terrazzo workers","472050","Male","1",50179,2447.77,35159.4,993.248
2014,"United States","01000US","Cement masons, concrete finishers, & terrazzo workers","472050","Female","2",397,204.857,28992.5,5362.51
2014,"United States","01000US","Construction laborers","472061","Male","1",1260570,13535.4,34763.4,254.566
2014,"United States","01000US","Construction laborers","472061","Female","2",37383,2086.83,34976.7,2004.48
2014,"United States","01000US","Paving, surfacing, & tamping equipment operators","472071","Male","1",12235,1197.84,38227.6,1947.71
2014,"United States","01000US","Paving, surfacing, & tamping equipment operators","472071","Female","2",418,198.899,38554.1,11107.2
2014,"United States","01000US","Drywall installers, ceiling tile installers, & tapers","472080","Male","1",104560,4170.88,31351.5,757.56
2014,"United States","01000US","Drywall installers, ceiling tile installers, & tapers","472080","Female","2",1986,479.33,25033.0,4170.15
2014,"United States","01000US","Electricians","472111","Male","1",657230,8348.66,51981.4,379.464
2014,"United States","01000US","Electricians","472111","Female","2",13928,1166.26,42070.6,1868.93
2014,"United States","01000US","Glaziers","472121","Male","1",35384,1859.84,40797.9,1412.78
2014,"United States","01000US","Glaziers","472121","Female","2",1057,338.555,21598.7,4256.78
2014,"United States","01000US","Insulation workers","472130","Male","1",40016,2064.78,39887.9,1188.18
2014,"United States","01000US","Insulation workers","472130","Female","2",1526,409.684,31189.4,3951.57
2014,"United States","01000US","Painters & paperhangers","472140","Male","1",385965,7449.0,32139.0,468.859
2014,"United States","01000US","Painters & paperhangers","472140","Female","2",22935,1475.07,28952.2,1629.06
2014,"United States","01000US","Pipelayers, plumbers, pipefitters, & steamfitters","472150","Male","1",446596,5991.01,47676.1,499.941
2014,"United States","01000US","Pipelayers, plumbers, pipefitters, & steamfitters","472150","Female","2",6296,815.362,44100.1,3542.43
2014,"United States","01000US","Plasterers & stucco masons","472161","Male","1",25530,1946.36,32119.1,1608.41
2014,"United States","01000US","Plasterers & stucco masons","472161","Female","2",312,152.339,25847.8,11009.9
2014,"United States","01000US","Roofers","472181","Male","1",177136,4998.55,30664.3,701.384
2014,"United States","01000US","Roofers","472181","Female","2",1713,487.875,34150.5,8996.12
2014,"United States","01000US","Sheet metal workers","472211","Male","1",112022,2982.31,43988.7,660.219
2014,"United States","01000US","Sheet metal workers","472211","Female","2",4875,662.502,37652.3,5126.2
2014,"United States","01000US","Structural iron & steel workers","472221","Male","1",54794,2359.73,46395.8,1057.33
2014,"United States","01000US","Structural iron & steel workers","472221","Female","2",1235,305.498,43053.4,9493.35
2014,"United States","01000US","Helpers, construction trades","473010","Male","1",47583,2092.41,27715.3,1016.59
2014,"United States","01000US","Helpers, construction trades","473010","Female","2",1858,411.827,31560.7,5827.63
2014,"United States","01000US","Construction & building inspectors","474011","Male","1",72478,2334.79,57058.4,1112.54
2014,"United States","01000US","Construction & building inspectors","474011","Female","2",9344,753.574,48506.2,3826.17
2014,"United States","01000US","Elevator installers & repairers","474021","Male","1",23589,1536.55,81573.4,2469.36
2014,"United States","01000US","Elevator installers & repairers","474021","Female","2",237,171.943,79633.7,16740.6
2014,"United States","01000US","Fence erectors","474031","Male","1",22627,1392.47,32320.8,1615.85
2014,"United States","01000US","Fence erectors","474031","Female","2",173,106.753,24234.7,17297.2
2014,"United States","01000US","Hazardous materials removal workers","474041","Male","1",25763,1624.86,44348.2,2166.43
2014,"United States","01000US","Hazardous materials removal workers","474041","Female","2",5610,769.799,36016.1,2937.03
2014,"United States","01000US","Highway maintenance workers","474051","Male","1",95721,2671.53,39967.4,828.175
2014,"United States","01000US","Highway maintenance workers","474051","Female","2",2984,531.116,32756.8,3685.71
2014,"United States","01000US","Railtrack laying & maintenance equipment operators","474061","Male","1",11361,1082.6,51301.2,2073.29
2014,"United States","01000US","Railtrack laying & maintenance equipment operators","474061","Female","2",200,129.004,38037.0,13818.0
2014,"United States","01000US","Earth drillers, except oil & gas","475021","Male","1",25431,1510.44,53844.7,2225.84
2014,"United States","01000US","Earth drillers, except oil & gas","475021","Female","2",532,386.865,60448.9,14245.2
2014,"United States","01000US","Explosives workers, ordnance handling experts, & blasters","475031","Male","1",16315,1369.43,47180.9,2492.21
2014,"United States","01000US","Explosives workers, ordnance handling experts, & blasters","475031","Female","2",1944,587.963,35905.2,5265.88
2014,"United States","01000US","Mining machine operators","475040","Male","1",64355,2532.98,62642.5,1300.21
2014,"United States","01000US","Mining machine operators","475040","Female","2",1905,419.349,53680.5,5244.07
2014,"United States","01000US","Firstline supervisors of mechanics, installers, & repairers","491011","Male","1",256136,4279.51,63382.5,694.548
2014,"United States","01000US","Firstline supervisors of mechanics, installers, & repairers","491011","Female","2",20751,1433.46,57012.7,1948.79
2014,"United States","01000US","Computer, automated teller, & office machine repairers","492011","Male","1",193267,4256.86,49022.0,660.245
2014,"United States","01000US","Computer, automated teller, & office machine repairers","492011","Female","2",28627,1855.03,45735.9,2028.38
2014,"United States","01000US","Radio & telecommunications equipment installers & repairers","492020","Male","1",146318,3356.52,56347.8,805.889
2014,"United States","01000US","Radio & telecommunications equipment installers & repairers","492020","Female","2",17317,1116.12,48647.1,2231.54
2014,"United States","01000US","Avionics technicians","492091","Male","1",22115,1617.58,51087.7,2152.04
2014,"United States","01000US","Avionics technicians","492091","Female","2",2569,564.124,41443.2,4559.46
2014,"United States","01000US","Electric motor, power tool, & related repairers","492092","Male","1",25163,1509.36,47298.0,1536.2
2014,"United States","01000US","Electric motor, power tool, & related repairers","492092","Female","2",1534,343.588,42021.4,5913.87
2014,"United States","01000US","Electronic equipment installers & repairers, motor vehicles","492096","Male","1",11947,1011.88,46970.5,2521.04
2014,"United States","01000US","Electronic equipment installers & repairers, motor vehicles","492096","Female","2",474,215.171,41466.9,8116.71
2014,"United States","01000US","Electronic home entertainment equipment installers & repairers","492097","Male","1",43354,1858.11,41149.3,1117.25
2014,"United States","01000US","Electronic home entertainment equipment installers & repairers","492097","Female","2",1528,363.745,36760.9,6233.8
2014,"United States","01000US","Security & fire alarm systems installers","492098","Male","1",47166,2113.19,45897.4,1138.77
2014,"United States","01000US","Security & fire alarm systems installers","492098","Female","2",1100,299.502,37945.0,4662.21
2014,"United States","01000US","Aircraft mechanics & service technicians","493011","Male","1",170252,3891.73,54914.0,647.426
2014,"United States","01000US","Aircraft mechanics & service technicians","493011","Female","2",8891,912.489,43543.9,2058.52
2014,"United States","01000US","Automotive body & related repairers","493021","Male","1",126328,3157.64,42367.6,671.56
2014,"United States","01000US","Automotive body & related repairers","493021","Female","2",2509,549.219,35099.1,6017.92
2014,"United States","01000US","Automotive glass installers & repairers","493022","Male","1",15656,1246.58,36258.0,1543.65
2014,"United States","01000US","Automotive glass installers & repairers","493022","Female","2",469,210.895,31600.5,7533.14
2014,"United States","01000US","Automotive service technicians & mechanics","493023","Male","1",714694,9056.68,39818.4,295.179
2014,"United States","01000US","Automotive service technicians & mechanics","493023","Female","2",11028,1098.76,36924.1,2225.06
2014,"United States","01000US","Bus & truck mechanics & diesel engine specialists","493031","Male","1",282141,4785.97,44976.1,427.236
2014,"United States","01000US","Bus & truck mechanics & diesel engine specialists","493031","Female","2",3418,630.155,45883.4,9252.44
2014,"United States","01000US","Heavy vehicle & mobile equipment service technicians & mechanics","493040","Male","1",198026,4020.64,51117.4,586.253
2014,"United States","01000US","Heavy vehicle & mobile equipment service technicians & mechanics","493040","Female","2",2483,425.918,47535.1,4580.48
2014,"United States","01000US","Small engine mechanics","493050","Male","1",36600,1993.27,35747.0,994.62
2014,"United States","01000US","Small engine mechanics","493050","Female","2",634,302.905,45734.4,16408.9
2014,"United States","01000US","Miscellaneous vehicle & mobile equipment mechanics, installers, & repairers","493090","Male","1",76575,2721.41,29169.4,856.61
2014,"United States","01000US","Miscellaneous vehicle & mobile equipment mechanics, installers, & repairers","493090","Female","2",1255,314.679,27900.6,5261.73
2014,"United States","01000US","Control & valve installers & repairers","499010","Male","1",18512,1324.56,51227.3,1590.65
2014,"United States","01000US","Control & valve installers & repairers","499010","Female","2",1176,342.071,52623.1,4845.57
2014,"United States","01000US","Heating, air conditioning, & refrigeration mechanics & installers","499021","Male","1",305730,4576.42,46388.4,405.096
2014,"United States","01000US","Heating, air conditioning, & refrigeration mechanics & installers","499021","Female","2",3793,577.507,40209.6,3880.37
2014,"United States","01000US","Home appliance repairers","499031","Male","1",29438,1978.76,40994.9,1641.53
2014,"United States","01000US","Home appliance repairers","499031","Female","2",544,195.075,33336.5,7719.01
2014,"United States","01000US","Maintenance workers, machinery","499043","Male","1",29218,1711.51,46793.3,1125.12
2014,"United States","01000US","Maintenance workers, machinery","499043","Female","2",1123,354.14,40406.0,5766.23
2014,"United States","01000US","Millwrights","499044","Male","1",44617,2179.33,59612.2,1295.81
2014,"United States","01000US","Millwrights","499044","Female","2",926,289.143,44530.6,7069.23
2014,"United States","01000US","Electrical powerline installers & repairers","499051","Male","1",107789,2994.4,68869.6,1043.25
2014,"United States","01000US","Electrical powerline installers & repairers","499051","Female","2",1736,389.291,59303.1,7558.89
2014,"United States","01000US","Telecommunications line installers & repairers","499052","Male","1",137916,3434.71,51058.5,709.157
2014,"United States","01000US","Telecommunications line installers & repairers","499052","Female","2",7913,935.806,49734.4,2889.67
2014,"United States","01000US","Precision instrument & equipment repairers","499060","Male","1",49597,2120.91,57475.8,1458.39
2014,"United States","01000US","Precision instrument & equipment repairers","499060","Female","2",6507,794.247,42301.1,3030.54
2014,"United States","01000US","Maintenance & repair workers, general","499071","Male","1",502918,6316.73,44954.6,392.377
2014,"United States","01000US","Maintenance & repair workers, general","499071","Female","2",18717,1014.66,40566.8,1768.12
2014,"United States","01000US","Coin, vending, & amusement machine servicers & repairers","499091","Male","1",30174,1548.02,37899.0,1288.49
2014,"United States","01000US","Coin, vending, & amusement machine servicers & repairers","499091","Female","2",5776,684.304,31491.5,2396.98
2014,"United States","01000US","Locksmiths & safe repairers","499094","Male","1",20171,1236.44,43793.8,2123.12
2014,"United States","01000US","Locksmiths & safe repairers","499094","Female","2",973,236.388,34692.3,6024.88
2014,"United States","01000US","Riggers","499096","Male","1",11660,1068.34,45170.9,2421.73
2014,"United States","01000US","Riggers","499096","Female","2",270,148.142,57546.5,16160.4
2014,"United States","01000US","Helpersinstallation, maintenance, & repair workers ","499098","Male","1",20662,1420.4,27365.7,1351.9
2014,"United States","01000US","Helpersinstallation, maintenance, & repair workers ","499098","Female","2",1580,361.131,26855.6,3190.25
2014,"United States","01000US","Firstline supervisors of production & operating workers","511011","Male","1",697770,7678.64,62303.3,470.301
2014,"United States","01000US","Firstline supervisors of production & operating workers","511011","Female","2",159455,3413.57,46960.5,853.433
2014,"United States","01000US","Aircraft structure, surfaces, rigging, & systems assemblers","512011","Male","1",5491,687.999,48888.2,3247.95
2014,"United States","01000US","Aircraft structure, surfaces, rigging, & systems assemblers","512011","Female","2",2217,363.682,35835.3,3420.45
2014,"United States","01000US","Electrical, electronics, & electromechanical assemblers","512020","Male","1",69743,2621.68,33741.3,783.82
2014,"United States","01000US","Electrical, electronics, & electromechanical assemblers","512020","Female","2",68124,2234.56,27679.2,570.109
2014,"United States","01000US","Engine & other machine assemblers","512031","Male","1",12008,1127.81,45414.3,3216.4
2014,"United States","01000US","Engine & other machine assemblers","512031","Female","2",2175,458.626,30620.6,3132.78
2014,"United States","01000US","Structural metal fabricators & fitters","512041","Male","1",25541,1633.87,41746.9,1413.82
2014,"United States","01000US","Structural metal fabricators & fitters","512041","Female","2",844,266.997,40671.4,5709.16
2014,"United States","01000US","Miscellaneous assemblers & fabricators","512090","Male","1",576718,6902.32,35072.2,287.866
2014,"United States","01000US","Miscellaneous assemblers & fabricators","512090","Female","2",345683,5760.03,28409.6,333.442
2014,"United States","01000US","Bakers","513011","Male","1",88837,2795.66,29306.1,808.48
2014,"United States","01000US","Bakers","513011","Female","2",110008,3440.69,24086.3,658.752
2014,"United States","01000US","Butchers & other meat, poultry, & fish processing workers","513020","Male","1",202588,4631.57,32007.4,468.243
2014,"United States","01000US","Butchers & other meat, poultry, & fish processing workers","513020","Female","2",63218,2385.7,22839.2,532.948
2014,"United States","01000US","Food & tobacco roasting, baking, & drying machine operators & tenders","513091","Male","1",6693,771.972,35753.4,2207.21
2014,"United States","01000US","Food & tobacco roasting, baking, & drying machine operators & tenders","513091","Female","2",3133,503.149,31606.1,6775.49
2014,"United States","01000US","Food batchmakers","513092","Male","1",35184,1840.48,32676.0,888.985
2014,"United States","01000US","Food batchmakers","513092","Female","2",50888,1870.68,24821.5,659.257
2014,"United States","01000US","Food cooking machine operators & tenders","513093","Male","1",6109,766.58,33457.2,2711.47
2014,"United States","01000US","Food cooking machine operators & tenders","513093","Female","2",3675,505.985,27484.6,2930.62
2014,"United States","01000US","Food processing workers, all other","513099","Male","1",74117,2310.04,34642.2,677.138
2014,"United States","01000US","Food processing workers, all other","513099","Female","2",37796,1970.25,29665.3,925.631
2014,"United States","01000US","Computer control programmers & operators","514010","Male","1",69783,2328.76,45781.6,787.084
2014,"United States","01000US","Computer control programmers & operators","514010","Female","2",5932,795.529,37618.2,2452.85
2014,"United States","01000US","Extruding & drawing machine setters, operators, & tenders, metal & plastic","514021","Male","1",10121,934.186,39503.0,1988.74
2014,"United States","01000US","Extruding & drawing machine setters, operators, & tenders, metal & plastic","514021","Female","2",1812,395.267,29803.7,3969.43
2014,"United States","01000US","Forging machine setters, operators, & tenders, metal & plastic","514022","Male","1",7564,904.528,40407.1,1680.72
2014,"United States","01000US","Forging machine setters, operators, & tenders, metal & plastic","514022","Female","2",227,131.813,45975.7,15659.1
2014,"United States","01000US","Rolling machine setters, operators, & tenders, metal & plastic","514023","Male","1",6992,710.819,43315.7,2623.49
2014,"United States","01000US","Rolling machine setters, operators, & tenders, metal & plastic","514023","Female","2",2308,564.083,29082.3,2382.52
2014,"United States","01000US","Machine tool cutting setters, operators, & tenders, metal & plastic","514030","Male","1",126410,3195.33,35072.1,549.608
2014,"United States","01000US","Machine tool cutting setters, operators, & tenders, metal & plastic","514030","Female","2",25858,1603.26,28724.1,1223.82
2014,"United States","01000US","Machinists","514041","Male","1",343962,5230.15,46966.8,385.74
2014,"United States","01000US","Machinists","514041","Female","2",15232,1072.15,34404.1,1887.8
2014,"United States","01000US","Metal furnace operators, tenders, pourers, & casters","514050","Male","1",21205,1586.35,44824.7,1688.15
2014,"United States","01000US","Metal furnace operators, tenders, pourers, & casters","514050","Female","2",1334,325.455,39861.3,7160.06
2014,"United States","01000US","Tool & die makers","514111","Male","1",54767,2112.07,54753.2,919.734
2014,"United States","01000US","Tool & die makers","514111","Female","2",1285,320.74,52239.9,12151.7
2014,"United States","01000US","Welding, soldering, & brazing workers","514120","Male","1",525471,7275.37,41356.3,381.739
2014,"United States","01000US","Welding, soldering, & brazing workers","514120","Female","2",30814,1730.83,30431.3,1186.55
2014,"United States","01000US","Prepress technicians & workers","515111","Male","1",16348,1321.18,42301.9,2273.4
2014,"United States","01000US","Prepress technicians & workers","515111","Female","2",17468,1076.89,34473.7,6863.4
2014,"United States","01000US","Printing press operators","515112","Male","1",147535,3531.19,40486.6,600.246
2014,"United States","01000US","Printing press operators","515112","Female","2",36732,1823.4,29006.3,1022.67
2014,"United States","01000US","Print binding & finishing workers","515113","Male","1",13512,996.9,36592.1,2155.53
2014,"United States","01000US","Print binding & finishing workers","515113","Female","2",10562,1117.62,26526.6,1203.6
2014,"United States","01000US","Laundry & drycleaning workers","516011","Male","1",72000,2454.08,28112.2,906.384
2014,"United States","01000US","Laundry & drycleaning workers","516011","Female","2",111850,3884.14,21541.0,563.604
2014,"United States","01000US","Pressers, textile, garment, & related materials","516021","Male","1",15758,1415.77,28521.6,1257.18
2014,"United States","01000US","Pressers, textile, garment, & related materials","516021","Female","2",30361,1741.25,21151.2,1369.65
2014,"United States","01000US","Sewing machine operators","516031","Male","1",47364,2309.25,26035.4,1080.32
2014,"United States","01000US","Sewing machine operators","516031","Female","2",133900,3029.58,22099.2,463.608
2014,"United States","01000US","Shoe & leather workers","516040","Male","1",6788,827.059,29826.3,3548.25
2014,"United States","01000US","Shoe & leather workers","516040","Female","2",3947,545.338,23390.7,1988.69
2014,"United States","01000US","Tailors, dressmakers, & sewers","516050","Male","1",16449,1169.53,41221.2,6196.45
2014,"United States","01000US","Tailors, dressmakers, & sewers","516050","Female","2",40152,1981.82,28946.0,1295.13
2014,"United States","01000US","Textile knitting & weaving machine setters, operators, & tenders","516063","Male","1",3267,538.014,29591.4,1998.4
2014,"United States","01000US","Textile knitting & weaving machine setters, operators, & tenders","516063","Female","2",5167,647.815,26610.2,1986.32
2014,"United States","01000US","Textile winding, twisting, & drawing out machine setters, operators, & tenders","516064","Male","1",4797,643.218,27800.8,1795.0
2014,"United States","01000US","Textile winding, twisting, & drawing out machine setters, operators, & tenders","516064","Female","2",7418,731.944,26062.0,2158.61
2014,"United States","01000US","Upholsterers","516093","Male","1",21943,1443.45,33043.8,1760.68
2014,"United States","01000US","Upholsterers","516093","Female","2",4242,456.162,26810.5,1959.87
2014,"United States","01000US","Cabinetmakers & bench carpenters","517011","Male","1",42589,2019.9,34927.7,881.945
2014,"United States","01000US","Cabinetmakers & bench carpenters","517011","Female","2",2317,507.234,26961.2,2296.63
2014,"United States","01000US","Furniture finishers","517021","Male","1",8922,1008.85,32272.7,2358.05
2014,"United States","01000US","Furniture finishers","517021","Female","2",2452,433.92,25907.9,2312.68
2014,"United States","01000US","Sawing machine setters, operators, & tenders, wood","517041","Male","1",27333,1412.26,27678.3,1048.13
2014,"United States","01000US","Sawing machine setters, operators, & tenders, wood","517041","Female","2",2547,431.098,26712.9,1495.47
2014,"United States","01000US","Woodworking machine setters, operators, & tenders, except sawing","517042","Male","1",16196,1179.36,28841.8,1289.4
2014,"United States","01000US","Woodworking machine setters, operators, & tenders, except sawing","517042","Female","2",3081,494.244,24491.8,2542.35
2014,"United States","01000US","Power plant operators, distributors, & dispatchers","518010","Male","1",43956,1906.29,84270.4,1562.74
2014,"United States","01000US","Power plant operators, distributors, & dispatchers","518010","Female","2",3110,399.222,65013.3,5064.03
2014,"United States","01000US","Stationary engineers & boiler operators","518021","Male","1",86073,2857.19,60368.6,1349.29
2014,"United States","01000US","Stationary engineers & boiler operators","518021","Female","2",2821,500.203,51714.0,5279.11
2014,"United States","01000US","Water & wastewater treatment plant & system operators","518031","Male","1",81161,2647.16,49356.5,780.894
2014,"United States","01000US","Water & wastewater treatment plant & system operators","518031","Female","2",3733,597.417,44628.7,2813.89
2014,"United States","01000US","Miscellaneous plant & system operators","518090","Male","1",36902,1768.53,67025.0,1457.95
2014,"United States","01000US","Miscellaneous plant & system operators","518090","Female","2",2502,433.964,51790.1,5369.29
2014,"United States","01000US","Chemical processing machine setters, operators, & tenders","519010","Male","1",47586,2143.94,57121.5,1411.63
2014,"United States","01000US","Chemical processing machine setters, operators, & tenders","519010","Female","2",6202,740.485,46483.9,3525.66
2014,"United States","01000US","Crushing, grinding, polishing, mixing, & blending workers","519020","Male","1",77416,2805.02,39279.4,864.771
2014,"United States","01000US","Crushing, grinding, polishing, mixing, & blending workers","519020","Female","2",10427,958.219,31197.8,2327.01
2014,"United States","01000US","Cutting workers","519030","Male","1",52958,2567.73,32359.4,935.089
2014,"United States","01000US","Cutting workers","519030","Female","2",16716,1135.56,23736.7,1194.99
2014,"United States","01000US","Extruding, forming, pressing, & compacting machine setters, operators, & tenders","519041","Male","1",24802,1541.03,36317.0,1342.46
2014,"United States","01000US","Extruding, forming, pressing, & compacting machine setters, operators, & tenders","519041","Female","2",5348,739.158,28047.4,1835.17
2014,"United States","01000US","Furnace, kiln, oven, drier, & kettle operators & tenders","519051","Male","1",9704,938.261,48074.4,1976.7
2014,"United States","01000US","Furnace, kiln, oven, drier, & kettle operators & tenders","519051","Female","2",1264,306.777,39811.8,6386.52
2014,"United States","01000US","Inspectors, testers, sorters, samplers, & weighers","519061","Male","1",467557,7809.18,48573.8,468.37
2014,"United States","01000US","Inspectors, testers, sorters, samplers, & weighers","519061","Female","2",284766,4817.23,33613.3,439.005
2014,"United States","01000US","Jewelers & precious stone & metal workers","519071","Male","1",18331,1241.86,42221.4,2260.46
2014,"United States","01000US","Jewelers & precious stone & metal workers","519071","Female","2",10256,984.488,31187.1,3080.58
2014,"United States","01000US","Medical, dental, & ophthalmic laboratory technicians","519080","Male","1",39540,2109.53,43756.7,1366.83
2014,"United States","01000US","Medical, dental, & ophthalmic laboratory technicians","519080","Female","2",41741,1808.42,33608.2,901.188
2014,"United States","01000US","Packaging & filling machine operators & tenders","519111","Male","1",117548,3441.18,29632.0,541.434
2014,"United States","01000US","Packaging & filling machine operators & tenders","519111","Female","2",139923,3611.96,24365.3,427.294
2014,"United States","01000US","Painting workers","519120","Male","1",114309,3544.79,38105.2,790.171
2014,"United States","01000US","Painting workers","519120","Female","2",14835,1236.38,30130.1,1432.37
2014,"United States","01000US","Photographic process workers & processing machine operators","519151","Male","1",20990,1530.1,46899.9,4367.88
2014,"United States","01000US","Photographic process workers & processing machine operators","519151","Female","2",24796,1411.52,27733.3,1733.53
2014,"United States","01000US","Adhesive bonding machine operators & tenders","519191","Male","1",6530,758.375,36907.6,3017.7
2014,"United States","01000US","Adhesive bonding machine operators & tenders","519191","Female","2",5085,530.861,29807.1,4178.04
2014,"United States","01000US","Etchers & engravers","519194","Male","1",5868,793.675,39715.9,2903.28
2014,"United States","01000US","Etchers & engravers","519194","Female","2",2902,479.402,27081.3,2226.4
2014,"United States","01000US","Molders, shapers, & casters, except metal & plastic","519195","Male","1",25105,1701.71,36783.5,1563.05
2014,"United States","01000US","Molders, shapers, & casters, except metal & plastic","519195","Female","2",3046,435.512,29205.7,3380.1
2014,"United States","01000US","Paper goods machine setters, operators, & tenders","519196","Male","1",20559,1351.93,46669.3,1917.55
2014,"United States","01000US","Paper goods machine setters, operators, & tenders","519196","Female","2",7729,921.205,26428.2,1553.16
2014,"United States","01000US","Tire builders","519197","Male","1",13231,1143.18,46363.0,1932.94
2014,"United States","01000US","Tire builders","519197","Female","2",1260,293.751,41635.7,4678.7
2014,"United States","01000US","Helpersproduction workers","519198","Male","1",36330,1818.5,28668.9,991.733
2014,"United States","01000US","Helpersproduction workers","519198","Female","2",10234,1065.35,25278.2,1792.71
2014,"United States","01000US","Supervisors of transportation & material moving workers","531000","Male","1",173566,3616.99,57165.5,852.54
2014,"United States","01000US","Supervisors of transportation & material moving workers","531000","Female","2",40671,1873.96,44392.3,1409.22
2014,"United States","01000US","Aircraft pilots & flight engineers","532010","Male","1",137246,3565.87,108922.0,1923.25
2014,"United States","01000US","Aircraft pilots & flight engineers","532010","Female","2",8096,796.395,69423.1,5229.73
2014,"United States","01000US","Air traffic controllers & airfield operations specialists","532020","Male","1",33261,1768.68,88469.3,3085.84
2014,"United States","01000US","Air traffic controllers & airfield operations specialists","532020","Female","2",8817,1025.71,73344.5,4839.02
2014,"United States","01000US","Flight attendants","532031","Male","1",20399,1293.25,52730.4,2187.66
2014,"United States","01000US","Flight attendants","532031","Female","2",72912,3172.41,42662.9,1082.48
2014,"United States","01000US","Ambulance drivers & attendants, except emergency medical technicians","533011","Male","1",11160,1022.68,31842.4,2065.33
2014,"United States","01000US","Ambulance drivers & attendants, except emergency medical technicians","533011","Female","2",3339,560.078,28172.5,3044.69
2014,"United States","01000US","Bus drivers","533020","Male","1",321840,6022.48,39662.9,530.128
2014,"United States","01000US","Bus drivers","533020","Female","2",269619,4852.7,29893.6,434.848
2014,"United States","01000US","Driver/sales workers & truck drivers","533030","Male","1",2815293,15202.1,42838.0,195.738
2014,"United States","01000US","Driver/sales workers & truck drivers","533030","Female","2",164429,4049.36,33321.6,782.852
2014,"United States","01000US","Taxi drivers & chauffeurs","533041","Male","1",233578,4957.03,31927.8,622.085
2014,"United States","01000US","Taxi drivers & chauffeurs","533041","Female","2",41095,2089.0,26309.7,1136.11
2014,"United States","01000US","Motor vehicle operators, all other","533099","Male","1",42443,1957.95,30238.5,1327.19
2014,"United States","01000US","Motor vehicle operators, all other","533099","Female","2",6538,832.702,22260.7,2562.44
2014,"United States","01000US","Locomotive engineers & operators","534010","Male","1",45284,1972.63,75020.1,1341.17
2014,"United States","01000US","Locomotive engineers & operators","534010","Female","2",2483,469.638,60171.4,5927.59
2014,"United States","01000US","Railroad conductors & yardmasters","534031","Male","1",44353,1857.41,64498.0,1144.44
2014,"United States","01000US","Railroad conductors & yardmasters","534031","Female","2",3062,648.813,53959.5,3764.71
2014,"United States","01000US","Ship & boat captains & operators","535020","Male","1",38548,2054.86,75186.4,2620.66
2014,"United States","01000US","Ship & boat captains & operators","535020","Female","2",2153,478.536,50970.0,8393.3
2014,"United States","01000US","Parking lot attendants","536021","Male","1",73721,2865.98,25473.0,888.316
2014,"United States","01000US","Parking lot attendants","536021","Female","2",10230,1117.02,25213.4,2299.19
2014,"United States","01000US","Automotive & watercraft service attendants-","536031","Male","1",91614,3221.16,26543.1,1165.55
2014,"United States","01000US","Automotive & watercraft service attendants-","536031","Female","2",22730,1360.18,23651.7,2255.08
2014,"United States","01000US","Transportation inspectors","536051","Male","1",37745,1999.05,59739.5,1498.41
2014,"United States","01000US","Transportation inspectors","536051","Female","2",5746,629.849,44623.1,4227.88
2014,"United States","01000US","Transportation attendants, except flight attendants","536061","Male","1",10596,856.15,42184.4,3492.42
2014,"United States","01000US","Transportation attendants, except flight attendants","536061","Female","2",16295,1364.77,29236.0,2418.2
2014,"United States","01000US","Crane & tower operators","537021","Male","1",60701,2202.83,55855.7,1344.24
2014,"United States","01000US","Crane & tower operators","537021","Female","2",1459,433.947,53003.5,9112.52
2014,"United States","01000US","Dredge, excavating, & loading machine operators","537030","Male","1",29769,1591.23,44876.0,1960.83
2014,"United States","01000US","Dredge, excavating, & loading machine operators","537030","Female","2",253,119.782,23544.4,9731.09
2014,"United States","01000US","Industrial truck & tractor operators","537051","Male","1",467279,7652.13,32345.7,272.13
2014,"United States","01000US","Industrial truck & tractor operators","537051","Female","2",36591,1942.31,32806.6,862.165
2014,"United States","01000US","Cleaners of vehicles & equipment","537061","Male","1",282057,5499.13,26173.9,535.184
2014,"United States","01000US","Cleaners of vehicles & equipment","537061","Female","2",51110,2099.83,23328.8,717.901
2014,"United States","01000US","Laborers & freight, stock, & material movers, hand","537062","Male","1",1666521,14292.0,32063.5,200.218
2014,"United States","01000US","Laborers & freight, stock, & material movers, hand","537062","Female","2",361424,5318.4,26700.0,352.688
2014,"United States","01000US","Machine feeders & offbearers","537063","Male","1",18280,1263.01,33175.2,1602.8
2014,"United States","01000US","Machine feeders & offbearers","537063","Female","2",13557,1028.36,26704.3,1725.81
2014,"United States","01000US","Packers & packagers, hand","537064","Male","1",195577,3950.45,24673.1,476.786
2014,"United States","01000US","Packers & packagers, hand","537064","Female","2",253068,5570.4,21757.2,372.236
2014,"United States","01000US","Pumping station operators","537070","Male","1",25129,1408.99,58383.3,2331.62
2014,"United States","01000US","Pumping station operators","537070","Female","2",1262,378.627,59075.8,15354.2
2014,"United States","01000US","Refuse & recyclable material collectors","537081","Male","1",79775,2950.18,34615.2,927.287
2014,"United States","01000US","Refuse & recyclable material collectors","537081","Female","2",7481,750.627,29142.9,2806.2
2014,"United States","01000US","Military officer special & tactical operations leaders","551010","Male","1",34355,1955.18,69382.3,1829.17
2014,"United States","01000US","Military officer special & tactical operations leaders","551010","Female","2",3517,550.188,66670.4,5823.79
